"author","rank","avgSentiment","isOrganisation"
"lobsters",0.30799720214502213,0.5,true
"StupidcatDesign",0.304616460713453,0.6666666666666666,true
"Connectpreneur",0.3032175332245279,2,true
"nGage_ETx",0.3019351830263465,0.6666666666666666,true
"BenefitRx",0.3014688738633714,3.1724137931034484,true
"i4isp",0.30076941011890884,2,true
"CapgeminiOracle",0.2923758451853579,1.75,true
"DijitalDusun",0.2917929587316391,2,true
"diggernautcom",0.28841221730006994,2,true
"MJRLearning",0.286430403357426,0.875,true
"hawkfx",0.28269993005362554,2.2222222222222223,true
"criticalfuture",0.2762881790627186,1.4444444444444444,true
"VrouwinMarCom",0.2748892515737934,2,true
"LinathInfotech",0.27384005595709954,0,true
"presencemgmt",0.27232455117743065,1.3333333333333333,true
"AdMobilize",0.27010958265329915,2,true
"dynemech",0.26975985078106784,2,true
"Crowdpolicy",0.2682443460013989,2,true
"BldgClouds",0.2638144089531359,1.875,true
"4MotiveWay",0.26055024481231054,2,true
"FrPolitics2017",0.26031709023082306,0.5294117647058824,true
"risorseumane_HR",0.2592678946141292,0,true
"futureof_work",0.2584518535789228,1.5,true
"ByteFunding",0.2540219165306598,0.42857142857142855,true
"kpilibrary",0.250990906971322,1.3333333333333333,true
"TechSansar",0.2506411750990907,2,true
"SpazioLavoro",0.24784332012124038,2,true
"ipexl",0.24726043366752157,2,true
"DataStation",0.24656096992305898,4,true
"ontechuk",0.2442294241081837,2,true
"machines_learn",0.2424807647470273,0.023809523809523808,true
"2_Pears",0.2408486826766146,1.6,true
"COMobileIT",0.23898344602471439,2,true
"thebestofthelot",0.23770109582653298,1.7272727272727273,true
"Loom_Systems",0.23117276754488225,5,true
"IndianaMomBlogs",0.23082303567265097,2,true
"Marketeerco",0.22802518069480066,1.3333333333333333,true
"quicksoft",0.22650967591513174,2,true
"machiiicomp",0.2256936348799254,0,true
"netmedianer",0.22021450221496852,2,true
"DataConnectors",0.219981347633481,0.3333333333333333,true
"dnjokerdotcom",0.21928188388901843,0,true
"sjoerdapp",0.21893215201678712,0.1,true
"angelbeat",0.21858242014455584,0,true
"businessofgreen",0.2168337607833994,2,true
"Michael__V",0.2152016787129867,1.6956521739130435,true
"hostingsap",0.21007227792026115,1,true
"printspecial",0.2083236185591047,2,true
"RayvatAccounts",0.2083236185591047,1.7142857142857142,true
"Test_Harness",0.206691536488692,2,true
"TSF_SouthAfrica",0.2054091862905106,2,true
"ExpoDirectory",0.20435999067381674,2.909090909090909,true
"baningo",0.20366052692935416,0,true
"techpitch4pt5",0.20272790860340406,2,true
"KJPCreative",0.20249475402191652,2,true
"AUVSImiami",0.20249475402191652,2,true
"solarsolnsteam",0.20179529027745396,3,true
"netmarq",0.20074609466076007,0.3333333333333333,true
"varindiamag",0.19829797155514106,1.2,true
"2025AD",0.19538353928654698,1,true
"SmartBelfast",0.1950338074143157,1,true
"RetroSheeps",0.193401725343903,1.5,true
"MetroCareer",0.18920494287712752,2,true
"APTILabs",0.1795290277453952,2,true
"BillyBotClerk",0.1782466775472138,2,true
"AnalystReport",0.1782466775472138,1.3571428571428572,true
"ChallengeServer",0.17801352296572628,4,true
"DellEMCBeLux",0.17778036838423875,0,true
"SDGscameroon",0.1766145954768011,2.0833333333333335,true
"ITOL",0.17568197715085102,2,true
"AESIT_Corp",0.1750990906971322,0.25,true
"Virthinking",0.17451620424341338,2,true
"CyberElector",0.17323385404523198,2,true
"doctortetteh",0.17276754488225693,1.2727272727272727,true
"digilowcost",0.17031942177663792,2,true
"TalentCrew",0.17031942177663792,1.1666666666666667,true
"i_print_4u",0.16647237118209374,0,true
"diSummit2019",0.16647237118209374,2,true
"seven_questions",0.16612263930986243,1.6666666666666667,true
"GrowthHackTalks",0.16612263930986243,4,true
"stridegroup",0.16250874329680579,2,true
"ledgeviewcrm",0.16204243413383074,2,true
"healthcarebiz",0.16145954768011192,2,true
"AI_TechNews",0.1595943110282117,0.8333333333333334,true
"_zeiner",0.15691303334110515,2,true
"AkvelonInc",0.1564467241781301,1,true
"EagleVR",0.15388202378176732,2.142857142857143,true
"OpenWorkAgency",0.15283282816507343,0,true
"Meerophoto",0.15213336442061087,2,true
"TDKTechnologies",0.15096759151317324,2,true
"CreativeConstr",0.1507344369316857,0.15625,true
"slbootcamp",0.14910235486127302,1,true
"CloudExpoAsia",0.14910235486127302,1.3333333333333333,true
"TheDataSafe",0.14735369550011657,1.4,true
"AETechGroup",0.14653765446491024,0,true
"info_velocity",0.1463044998834227,2,true
"DPProfessionals",0.1463044998834227,2,true
"TheHealDocs",0.14618792259267896,2,true
"HumainResources",0.14420610865003497,2,true
"StartupPosts",0.14327349032408487,1.3333333333333333,true
"ArjFashions",0.13919328514805315,0.6296296296296297,true
"PetronellaTech",0.13884355327582187,-0.8333333333333334,true
"TheDMPL",0.13732804849615296,2,true
"unicomcorp",0.13662858475169037,2,true
"TheSpaceCentre",0.13662858475169037,2,true
"NorthStarERP",0.13487992539053392,2,true
"getengati",0.13266495686640242,0,true
"PredictableData",0.13254837957565865,2.2903225806451615,true
"Solution_System",0.13138260666822102,1.3333333333333333,true
"forwardsprint",0.1311494520867335,1.894736842105263,true
"hellotinman",0.12205642340871999,1.3333333333333333,true
"stickyfx",0.12030776404756353,2,true
"ExpressPMB",0.11972487759384472,1.8333333333333333,true
"Novidea_soft",0.11902541384938214,2,true
"ecareplan",0.11890883655863838,0,true
"RetinaGlobal1",0.11890883655863838,2,true
"AudioLabHI",0.11879225926789462,1.4444444444444444,true
"iccdesign",0.11867568197715085,2,true
"CBekkerLegal",0.11855910468640708,2,true
"dcwasia",0.11622755887153183,2,true
"SPIRE_EU",0.11494520867335044,3.4,true
"IAMCP_DC",0.11401259034740033,1.5,true
"Admartdigital",0.11401259034740033,2,true
"CloudGuys",0.11273024014921894,2,true
"digitalmatrix2",0.11098158078806249,2,true
"CyberMDX",0.1106318489158312,2,true
"EyleanBoard",0.11051527162508744,2,true
"cybers_guards",0.1102821170435999,-1.5,true
"CloudNewsco",0.1102821170435999,0,true
"ihassociation",0.1096992305898811,0.3333333333333333,true
"blissitycom",0.10865003497318722,2.933333333333333,true
"cloudstratuk",0.1084168803916997,2,true
"Ideomed",0.10830030310095594,2,true
"NexLP_Inc",0.10783399393798088,1.7619047619047619,true
"ExpressBloem",0.10771741664723712,1.0588235294117647,true
"VacoSeattle",0.10666822103054326,2,true
"2019CATES",0.10643506644905572,2,true
"RishabhSoft",0.10550244812310562,1,true
"ALPAudioLab",0.10538587083236185,1.3333333333333333,true
"KOBN",0.10352063418046165,1.4285714285714286,true
"AdvantageConHR",0.10340405688971788,4,true
"AifinityHolding",0.10317090230823035,1.3333333333333333,true
"DecisionsSmart",0.10258801585451154,0.8809523809523809,true
"110Consulting",0.10060620191186757,2,true
"SESTIproject",0.09967358358591746,2,true
"4CornerIT",0.09932385171368617,0,true
"MourneCloud",0.09920727442294242,2,true
"Pro_Adviser",0.09909069713219865,5,true
"Mobiviki",0.09909069713219865,2,true
"rjmpccom",0.09617626486360457,2,true
"PremierRapport",0.09570995570062951,2.4,true
"tensorflow_guru",0.09442760550244812,0.06201550387596899,true
"WorldEscrow",0.0938447190487293,1.5,true
"_M_Dey",0.09291210072277921,0.5555555555555556,true
"Mindseye_TV",0.09291210072277921,2.0588235294117645,true
"channelinside",0.09232921426906039,2,true
"IBXOutsourcing",0.09232921426906039,1,true
"merapps",0.09104686407087899,2,true
"thetechlearner",0.09069713219864771,1.7142857142857142,true
"24Peaces",0.08918162741897878,0.6,true
"analytikus1",0.08824900909302867,2,true
"MaestriH2020",0.08824900909302867,1.8823529411764706,true
"EdwayApps",0.08766612263930987,1.5,true
"TotalOneGroup",0.0871998134763348,0.5714285714285714,true
"tensorflow_devp",0.08615061785964094,0.038461538461538464,true
"YugaByte",0.08591746327815342,2,true
"Wire4Tech",0.08545115411517837,2,true
"ConfluxSystems",0.08288645371881558,0,true
"easycaresystems",0.0805549079039403,1.3333333333333333,true
"fluturads",0.0786896712520401,2,true
"tensorflow_tut",0.07845651667055258,0.06201550387596899,true
"ProBonoOR",0.0783399393798088,0,true
"y2sconsulting",0.07822336208906505,2,true
"__UBI__",0.07822336208906505,2,true
"BannerbridgePlc",0.07810678479832128,2,true
"Earnix_Inc",0.07787363021683376,2.5,true
"datacompanyBE",0.07764047563534623,0,true
"Architempo",0.07740732105385871,2,true
"VyeProfessional",0.0768244346001399,4,true
"cloudastructure",0.07437631149452087,0,true
"AlltheInterweb",0.07437631149452087,0,true
"KnowThyProf",0.073327115877827,1.1666666666666667,true
"Yugasa_Sam",0.07286080671485194,0.8,true
"welcomeai",0.07122872464443926,0.5384615384615384,true
"ovate_cta",0.07099557006295174,0.6666666666666666,true
"TrueReply",0.07087899277220798,1.25,true
"CloudInFS",0.07064583819072044,1.6666666666666667,true
"MarketingTechSE",0.07029610631848916,0.8571428571428571,true
"CITEInvestments",0.07029610631848916,3,true
"SKGInfosolution",0.07006295173700164,1.2,true
"open_sf",0.06994637444625787,2,true
"tensorflow_dev",0.06971321986477035,0.03305785123966942,true
"amigic",0.06936348799253905,2,true
"OpineMediaGroup",0.06936348799253905,2,true
"2basetech",0.068897178829564,0,true
"prudentcloud",0.06854744695733271,2,true
"JoinTech2025",0.0679645605036139,1,true
"tensorflow_geek",0.0657495919794824,0.03305785123966942,true
"tensorflow_fan",0.06551643739799487,0.03305785123966942,true
"Oysta_uk",0.0648169736535323,2.4,true
"mydiscounttech",0.06435066449055724,1.6923076923076923,true
"lhbalance",0.06435066449055724,1.7692307692307692,true
"PrimassureGIB",0.06411750990906971,2,true
"mhajim_central",0.06365120074609466,2,true
"machine_tuts",0.0635346234553509,0.024,true
"logisticsunit",0.06330146887386337,1.9130434782608696,true
"arturotpmntr",0.06295173700163208,3.25,true
"WFCD",0.06271858242014455,4,true
"newsgraphics",0.06213569596642574,2,true
"LocalElixir",0.06166938680345069,2,true
"syndicatedmaps",0.060037304733038005,1.3333333333333333,true
"cryptonewsfeeds",0.059337840988575426,-1,true
"surfstudio",0.05875495453485661,0.6666666666666666,true
"airportbench",0.058638377244112846,0.5,true
"datascientists",0.05758918162741898,1.7142857142857142,true
"Trust2Pay",0.05758918162741898,0,true
"LCO_CDO",0.05747260433667522,0.6666666666666666,true
"aiticker",0.05665656330146887,1.263157894736842,true
"NextBigThingTH",0.055607367684775005,-0.5,true
"OracleIMC",0.054791326649568664,2,true
"trendquest",0.05455817206808114,2,true
"orlandorussian",0.05455817206808114,0.2808988764044944,true
"Forcesmith",0.05432501748659361,2,true
"HRfluence",0.05362555374213103,0.6666666666666666,true
"WindowsITExp",0.053275821869899743,2,true
"AMLCambridge",0.053275821869899743,2,true
"CSBLogistics",0.05315924457915598,2,true
"LogicBSL",0.052576358125437164,0,true
"BitcoinCToday",0.05176031709023082,2,true
"clover_contact",0.050477966892049426,1.6666666666666667,true
"binderag",0.05001165772907438,0,true
"RangerSewer",0.049895080438330616,2,true
"LesEnfant",0.049895080438330616,2,true
"AspioneerBB",0.049895080438330616,-0.8,true
"hermitaurous",0.04954534856609932,2,true
"MyFractionalCIO",0.04954534856609932,1.7647058823529411,true
"pamifloshop",0.0493121939846118,1.8888888888888888,true
"socialpluck",0.04872930753089298,3.4,true
"provisionlab",0.047680111914199116,0,true
"FreecloudPOC",0.04733038004196782,2.6666666666666665,true
"VirtualAsstCo",0.0470972254604803,0,true
"BobAndKevinShow",0.046164607134530196,-0.5,true
"CEIS_Enterprise",0.04569829797155514,2,true
"ThisOnline_Co",0.04546514339006762,0,true
"SelwynMilborrow",0.0448822569363488,2.125,true
"Adevi_ai",0.044649102354861275,1.4,true
"CaterhamNST",0.04453252506411751,1.875,true
"BI_NCIS",0.04429937048262998,2.6666666666666665,true
"JellyfishRandD",0.043949638610398696,1.4444444444444444,true
"MyBizREP",0.0435999067381674,0,true
"futuredeva",0.042900442993704824,1.5,true
"PortalLingua",0.0426672884122173,0.4,true
"quantumesque",0.04208440195849848,0,true
"BuyAdvantechEmb",0.04196782466775472,0,true
"NovaTechCons",0.041734670086267196,1.8888888888888888,true
"TheDailyCrunch2",0.0413849382140359,2.0454545454545454,true
"LunaticAI_",0.0413849382140359,0,true
"BeAdvisedSA",0.0413849382140359,0,true
"4GeeksGlobal",0.04115178363254838,2.5,true
"rpodyssey",0.04033574259734204,2,true
"rienatwork",0.03975285614362322,2,true
"PCA_Robotics",0.03963627885287946,2,true
"1MARCCOM",0.039403124271391934,4,true
"talecco",0.03928654698064817,1,true
"cciinc1982",0.0391699696899044,1.3333333333333333,true
"Assyrus",0.03905339239916064,1.5,true
"NexoInc",0.038703660526929355,1.6470588235294117,true
"BestUsage",0.0382373513639543,1.8333333333333333,true
"EAMcopywriting",0.037887619491723014,1.8461538461538463,true
"VirtualVA1",0.03765446491023548,0,true
"ViSolve_Inc",0.03765446491023548,2,true
"GetReely",0.03637211471205409,3.5,true
"UnpluggingCa",0.035672650967591514,0,true
"CMTcameramodule",0.035672650967591514,2.142857142857143,true
"RaptorUAS",0.03555607367684775,1.7142857142857142,true
"teampackersblr",0.0350897645138727,1.6,true
"siamangltd",0.0350897645138727,2,true
"REDITUK",0.0350897645138727,0,true
"I3A_Updates",0.0350897645138727,1,true
"C2NET_Project",0.034973187223128935,0,true
"AspacDAN",0.03485660993238517,2,true
"AIAdamUK",0.03474003264164141,2.210526315789474,true
"riverparkpsych",0.03450687806015388,2,true
"YottaDataTech",0.034273723478666356,0,true
"GeckoConnect",0.03322452786197249,0.6,true
"acceleradigital",0.03299137328048496,0.3333333333333333,true
"V1Worldwide",0.03264164140825367,0.5,true
"Bineural",0.03252506411750991,1.5483870967741935,true
"bellcloudlabs",0.03217533224527862,1.4,true
"eXamScriptsCorp",0.031942177663791094,1.3846153846153846,true
"CanCloudBackup",0.03159244579155981,0.5714285714285714,true
"GamatechGroup",0.03147586850081604,2,true
"ARNE_Solutions",0.031126136628584752,1.8823529411764706,true
"Pagefreezer_nl",0.0306598274656097,2,true
"aeStranger",0.030543250174865935,0,true
"datarelish",0.030076941011890884,1.6,true
"LemonOperations",0.02996036372114712,1.8461538461538463,true
"RaptorPMS",0.029843786430403356,1.3333333333333333,true
"QuantworksInc",0.029843786430403356,1.75,true
"THInsight1",0.029727209139659594,0.7647058823529411,true
"RenewWorld",0.0284448589414782,2,true
"WeLinkTalent",0.028328281650734435,0,true
"exelence_ou",0.027861972487759384,0,true
"TechniLogic",0.02727908603404057,2,true
"AIApparelStore",0.027045931452553042,0,true
"consultantshub",0.026346467708090463,1.875,true
"PrefResSTL",0.0262298904173467,3,true
"capo_ab",0.02611331312660294,2.3333333333333335,true
"Office365Wales",0.02588015854511541,0.4,true
"ACE_Providence",0.02576358125437165,2.111111111111111,true
"SocialMars",0.02541384938214036,0.5,true
"FreshThinkingfo",0.025297272091396594,1.7777777777777777,true
"EskilCo",0.025180694800652832,1.9444444444444444,true
"HRM_Recruitment",0.02471438563767778,1.4285714285714286,true
"aisera_ai",0.02436465376544649,5,true
"DoITwithData",0.02424807647470273,2.6470588235294117,true
"synergetics1",0.0240149218932152,1.2,true
"apexcb",0.0240149218932152,1.6666666666666667,true
"AudioDashboards",0.02354861273024015,1,true
"atomiumtech",0.023432035439496388,0.2857142857142857,true
"gasnitriding",0.023082303567265098,1.7142857142857142,true
"CRM_Ireland",0.022965726276521332,1,true
"kickstartAI",0.02273257169503381,0.41935483870967744,true
"AlbedoInfo",0.02214968524131499,1.6666666666666667,true
"OHT_Manchester",0.0217999533690837,1,true
"Data_insider",0.021450221496852412,1.7647058823529411,true
"introviz",0.02133364420610865,0,true
"TechNEXA_Global",0.02098391233387736,1.25,true
"MiniScreenWeb",0.020750757752389836,2,true
"LeapFrogSystems",0.019701562135695967,3.5,true
"bluesharklabs",0.019235252972720916,2.3333333333333335,true
"kmarketing_",0.019002098391233388,-0.6666666666666666,true
"Teamcoders15",0.018885521100489626,2,true
"mobildimension",0.01830263464677081,1.6,true
"ioteconomist",0.01830263464677081,0,true
"quantomstudios",0.018186057356027047,3,true
"tidyapp_data",0.01760317090230823,0,true
"TrinityWebWorks",0.017486593611564467,0,true
"MIISA_Innovate",0.017370016320820705,2.125,true
"TAGanrel",0.017136861739333178,2,true
"unifiedcomp",0.01690370715784565,1,true
"welcomedwelling",0.016787129867101888,0.4444444444444444,true
"digiparentmag",0.016787129867101888,2,true
"BusinessWales2B",0.016787129867101888,1.375,true
"AIofTheDay",0.016787129867101888,1.4090909090909092,true
"_innovascape",0.016670552576358126,0.75,true
"SFDispatch",0.016320820704126836,1,true
"BizStatsAI",0.016204243413383074,1.25,true
"OneTestSolution",0.01608766612263931,2,true
"ArtuData",0.01608766612263931,1.5,true
"Bakermoon",0.01573793425040802,6,true
"Future_Futurist",0.015621356959664257,2,true
"FinTechDaily",0.015621356959664257,2,true
"aipeople_eu",0.015504779668920493,0.5,true
"Marketing4Ucom",0.015504779668920493,0.3333333333333333,true
"InnovationIncu",0.015038470505945442,0.3076923076923077,true
"3XLconsulting",0.014921893215201678,2,true
"anadotchat",0.01457216134297039,1.1764705882352942,true
"FixingIT_InTheD",0.01457216134297039,2,true
"xemeto",0.014339006761482863,0,true
"CompetenceF",0.0142224294707391,1.75,true
"AstegicInc",0.0142224294707391,0.625,true
"futurewrk",0.013756120307764047,1.9230769230769231,true
"codealtos",0.013639543017020285,1.25,true
"digitivy",0.013522965726276521,1.875,true
"amolexis",0.013406388435532757,0.7741935483870968,true
"EAISummit",0.013406388435532757,1,true
"BizzBlizz1",0.013406388435532757,2.2857142857142856,true
"CServicesLux",0.013289811144788995,1.2,true
"_SageSolutions",0.013173233854045232,3,true
"Alt_Insur",0.013173233854045232,0.25,true
"mind_senses",0.012940079272557706,0.6363636363636364,true
"CarrierThibault",0.01270692469107018,0.625,true
"BoD_ERP",0.012240615528095126,1.5,true
"WDOInnovation",0.012124038237351364,2.25,true
"Esqogito",0.0120074609466076,0.9230769230769231,true
"smartificialife",0.011890883655863837,0.8333333333333334,true
"GetNetonomy",0.011774306365120075,1.8888888888888888,true
"iBIOlinq",0.011541151783632549,0.75,true
"SIMMinnesota",0.011541151783632549,1.7142857142857142,true
"PulsePublish",0.011541151783632549,4,true
"AIHealth1",0.01119141991140126,-0.9,true
"aiweb_biz",0.010725110748426206,1.1666666666666667,true
"TasletCom",0.010725110748426206,2,true
"MyJavaIn",0.010725110748426206,0,true
"DigitalHx",0.010725110748426206,0.6666666666666666,true
"FacultyClubOrg",0.009909069713219865,0,true
"libre_ai",0.009093028678013523,0.4,true
"xlabsja",0.00897645138726976,2,true
"gotransmitdata",0.008859874096525997,1.6666666666666667,true
"SAS_Reliability",0.008743296805782234,5,true
"GnowiseInc",0.008743296805782234,0,true
"educ8able",0.008510142224294708,1.2,true
"Polyglottos_",0.008510142224294708,-1,true
"LStelconsult_fr",0.008393564933550944,2,true
"cognishift",0.008276987642807182,1,true
"automationblues",0.008276987642807182,0.4444444444444444,true
"vfone24",0.008160410352063418,2,true
"OrigamiEng",0.008160410352063418,2,true
"BNCloud",0.008043833061319654,1.7777777777777777,true
"FirmForum",0.007577523898344603,0.4375,true
"techUhuru101",0.007227792026113313,0,true
"Econodigital_be",0.00711121473536955,2,true
"XcelQiu_Digital",0.006994637444625787,1.8888888888888888,true
"STEAMCentreUK",0.006994637444625787,0.6666666666666666,true
"DevelopersDap",0.006994637444625787,3.230769230769231,true
"FirmaDIZET",0.006761482863138261,2.037037037037037,true
"DroneNewsAgency",0.006761482863138261,2,true
"Rocket_Cl",0.006644905572394498,1,true
"HiddenGeniusHQ",0.006528328281650735,0,true
"thepalmapp",0.006178596409419445,2,true
"swisstorage",0.006178596409419445,2,true
"ineedmygadgetss",0.005945441827931918,1.625,true
"AustraliaAi",0.005712287246444393,1.7924528301886793,true
"AIBrisbaneEvent",0.00559570995570063,0,true
"johncyclejohn",0.005479132664956867,0.3333333333333333,true
"CascadeBlindsUK",0.005362555374213103,2.3333333333333335,true
"D4Analytics",0.005129400792725577,1,true
"smartia_tech",0.005012823501981814,0.4,true
"jdktechnologies",0.005012823501981814,0,true
"spotflock",0.00489624621123805,0.875,true
"AI4Enterprise",0.00489624621123805,1.7647058823529411,true
"HG_TechnologyUK",0.004429937048262999,2.4,true
"yates_ltd",0.004313359757519235,1.1764705882352942,true
"omegapartners",0.004313359757519235,2,true
"procure_tweets",0.004080205176031709,2.125,true
"Wetechcarrot",0.003963627885287946,2,true
"omnibs",0.0036138960130566566,1,true
"SPINRcloud",0.0033807414315691303,0.3333333333333333,true
"FrostAndFrostUS",0.0033807414315691303,4,true
"AlbertMining",0.003147586850081604,0,true
"SchoolMars_UK",0.003031009559337841,1,true
"Hire_db",0.003031009559337841,1.75,true
"WWSWebservices",0.0029144322685940778,1.9285714285714286,true
"SmartbotsAI",0.002797854977850315,0.8888888888888888,true
"SftwreLogistics",0.0026812776871065515,1.875,true
"Batmjcom",0.0026812776871065515,0,true
"CoCreatingConn1",0.002448123105619025,2,true
"Cloudintaweb",0.002448123105619025,2.5,true
"ExecuTeamUSA",0.0023315458148752623,2,true
"DdataaO",0.0023315458148752623,-0.5,true
"hello10myth",0.002098391233387736,1.7222222222222223,true
"KairosMds",0.002098391233387736,2,true
"BeamersComputer",0.002098391233387736,2,true
"ThGadgetReviews",0.001981813942643973,1.5,true
"odontologiacbba",0.0017486593611564468,2,true
"MyLangOnline",0.0017486593611564468,2,true
